"No.","Time","Source","Destination","Protocol","Length","Info"
"549","97.886764000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","[TCP Retransmission] 51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"550","97.990645700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"552","98.470667600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"553","100.568547700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"554","100.572181700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"555","100.572645300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"556","100.660689000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=8500 Ack=911 Win=16385 Len=0"
"557","100.981187500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"558","101.526492000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","[TCP Retransmission] 51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"559","101.770424700","52.105.206.39","172.20.10.6","TCP","54","443  >  51839 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"562","102.513409100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","[TCP Retransmission] 51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"563","104.082481300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"565","104.473923600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","[TCP Retransmission] 51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"566","104.559553700","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"567","104.561304900","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","90","Standard query 0x0002 A google.com"
"568","104.578971000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=041cf60dd5d7dddc, PKN: 1, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING"
"569","104.579154000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=041cf60dd5d7dddc, PKN: 2, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO"
"570","104.580341500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=8077 Ack=3260 Win=255 Len=1360 [TCP PDU reassembled in 575]"
"571","104.580341500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=9437 Ack=3260 Win=255 Len=1360 [TCP PDU reassembled in 575]"
"572","104.580341500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=10797 Ack=3260 Win=255 Len=1360 [TCP PDU reassembled in 575]"
"573","104.580341500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=12157 Ack=3260 Win=255 Len=1360 [TCP PDU reassembled in 575]"
"574","104.580341500","172.20.10.6","150.171.22.12","TCP","1414","64603  >  443 [ACK] Seq=13517 Ack=3260 Win=255 Len=1360 [TCP PDU reassembled in 575]"
"575","104.580341500","172.20.10.6","150.171.22.12","TLSv1.2","443","Application Data"
"576","104.580552900","172.20.10.6","150.171.22.12","TLSv1.2","416","Application Data"
"577","104.600642800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","106","Standard query response 0x0002 A google.com A 142.250.192.206"
"578","104.601624500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","[TCP Retransmission] 51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"579","104.606257100","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","90","Standard query 0x0003 AAAA google.com"
"580","104.693896000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","179","Retry, SCID=1a0aac170898f2d9528325b76e61"
"581","104.693896000","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3260 Ack=12157 Win=16389 Len=0"
"582","104.693896000","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3260 Ack=15266 Win=16389 Len=0"
"583","104.693896000","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3260 Ack=15628 Win=16387 Len=0"
"584","104.694380400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=1a0aac170898f2d9528325b76e61, PKN: 3, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PADDING"
"585","104.694508900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=1a0aac170898f2d9528325b76e61, PKN: 4, PING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING"
"586","104.710938000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1040:a06:6::1","TLSv1.2","116","Application Data"
"587","104.740395700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Initial, SCID=adb753b9e84e6910ae85cf81ae55, PKN: 0, ACK, CRYPTO, PADDING"
"588","104.742107600","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","118","Standard query response 0x0003 AAAA google.com AAAA 2404:6800:4002:822::200e"
"589","104.742743100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=adb753b9e84e6910ae85cf81ae55, PKN: 5, ACK, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING"
"590","104.834994100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","[TCP Retransmission] 51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"591","104.839766000","2603:1040:a06:6::1","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","247","Application Data"
"592","104.850675000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Initial, DCID=adb753b9e84e6910ae85cf81ae55, PKN: 7, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, PADDING, PING, PADDING, CRYPTO, PADDING, PING, PING, CRYPTO, PING, PADDING, PING, PING"
"593","104.861889100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=adb753b9e84e6910ae85cf81ae55"
"594","104.863161200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=adb753b9e84e6910ae85cf81ae55"
"595","104.863370000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","1292","Handshake, DCID=adb753b9e84e6910ae85cf81ae55"
"596","104.866182000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Handshake, SCID=adb753b9e84e6910ae85cf81ae55"
"597","104.866182000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Protected Payload (KP0)"
"598","104.866182000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","88","Protected Payload (KP0)"
"599","104.866253300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","108","Handshake, DCID=adb753b9e84e6910ae85cf81ae55"
"600","104.866994400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","241","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"601","104.882272500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1040:a06:6::1","TCP","74","53890  >  443 [ACK] Seq=43 Ack=174 Win=251 Len=0"
"602","104.898035200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","100","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"603","104.992844500","150.171.22.12","172.20.10.6","TCP","1414","443  >  64603 [ACK] Seq=3260 Ack=15628 Win=16387 Len=1360 [TCP PDU reassembled in 605]"
"604","104.992844500","150.171.22.12","172.20.10.6","TCP","1414","443  >  64603 [ACK] Seq=4620 Ack=15628 Win=16387 Len=1360 [TCP PDU reassembled in 605]"
"605","104.992844500","150.171.22.12","172.20.10.6","TLSv1.2","288","Application Data"
"606","104.992844500","150.171.22.12","172.20.10.6","TLSv1.2","85","Application Data"
"607","104.992844500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Initial, SCID=adb753b9e84e6910ae85cf81ae55, PKN: 8, ACK, PADDING"
"608","104.992844500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1262","Protected Payload (KP0)"
"609","104.992844500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1294","Protected Payload (KP0)"
"610","104.993001600","172.20.10.6","150.171.22.12","TCP","54","64603  >  443 [ACK] Seq=15628 Ack=6245 Win=255 Len=0"
"611","104.996739800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","101","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"612","104.997007400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","101","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"613","104.997177200","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"614","105.070948900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"615","105.118125000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1374","Protected Payload (KP0)"
"616","105.118125000","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=6245 Ack=15663 Win=16387 Len=0"
"617","105.118573300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","101","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"618","105.145619700","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1454","Protected Payload (KP0)"
"619","105.146108600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","101","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"621","105.276929200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","QUIC","1514","Protected Payload (KP0)"
"622","105.305285100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","QUIC","102","Protected Payload (KP0), DCID=adb753b9e84e6910ae85cf81ae55"
"623","106.040456100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"626","106.809902300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"627","106.908160300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"628","106.910329000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0002 A instagram.com"
"629","106.914852300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","109","Standard query response 0x0002 A instagram.com A 163.70.146.174"
"630","106.919313500","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0003 AAAA instagram.com"
"631","106.925727200","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","121","Standard query response 0x0003 AAAA instagram.com AAAA 2a03:2880:f311:22:face:b00c:0:4420"
"634","108.379959600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","[TCP Retransmission] 51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"635","108.552879500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"636","108.556473100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"637","108.556662700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"638","108.649035000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=9149 Ack=946 Win=16385 Len=0"
"639","108.649035000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=9149 Ack=981 Win=16385 Len=0"
"640","111.108863400","172.20.10.6","146.75.122.172","TCP","54","51854  >  80 [FIN, ACK] Seq=283 Ack=204 Win=65280 Len=0"
"641","111.373142700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","TCP","75","[TCP Keep-Alive] 52801  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"643","111.381198800","146.75.122.172","172.20.10.6","TCP","54","80  >  51854 [ACK] Seq=204 Ack=284 Win=143360 Len=0"
"645","111.381198800","146.75.122.172","172.20.10.6","TCP","54","80  >  51854 [FIN, ACK] Seq=204 Ack=284 Win=143360 Len=0"
"648","111.381435800","172.20.10.6","146.75.122.172","TCP","54","51854  >  80 [ACK] Seq=284 Ack=205 Win=65280 Len=0"
"649","111.515986200","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","[TCP Keep-Alive ACK] 443  >  52801 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"650","112.643719600","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"651","112.643719600","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"652","112.644333800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"653","112.658937900","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"654","112.659087000","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"655","112.673776500","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=145 Ack=169 Win=16 Len=0"
"656","112.686759600","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=6284 Ack=15698 Win=16387 Len=0"
"657","112.687313000","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=6284 Ack=15733 Win=16387 Len=0"
"658","112.848336600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"659","113.370075300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"660","113.371917200","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0002 A youtube.com"
"661","113.376925200","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","107","Standard query response 0x0002 A youtube.com A 142.250.67.206"
"662","113.382249300","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0003 AAAA youtube.com"
"663","113.387126900","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","119","Standard query response 0x0003 AAAA youtube.com AAAA 2404:6800:4009:813::200e"
"664","115.179148300","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"665","115.193886800","20.189.173.5","172.20.10.6","TCP","54","443  >  63986 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"666","115.304897900","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=356 Ack=415 Win=292 Len=0"
"667","115.509687500","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"668","115.565682500","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=415 Ack=427 Win=253 Len=0"
"669","116.193884400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","[TCP Retransmission] 51848  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"670","116.530633900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"671","116.538944100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"672","116.539278700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"673","116.636939200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=9798 Ack=1051 Win=16384 Len=0"
"674","117.045672500","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"675","117.046013100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"676","117.148355300","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=145 Ack=169 Win=16 Len=0"
"679","118.279323200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","51841  >  80 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"680","118.728561600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","51849  >  80 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
